Job_ID,Proficiency,Domain
3602,Creative Writing,Literature
3602,Web Development,Computer Science
3602,Digital Marketing,Business
3602,Public Speaking,Communication
21206,Data Analysis,Statistics
21206,Creative Writing,Literature
21206,Problem Solving,Mathematics
21206,Project Management,Business
21206,Web Development,Computer Science
37793,Problem Solving,Mathematics
37793,Graphic Design,Design
37793,Programming,Computer Science
37793,Web Development,Computer Science
78667,Public Speaking,Communication
78667,Creative Writing,Literature
78667,Web Development,Computer Science
34637,Graphic Design,Design
34637,Data Analysis,Statistics
34637,Project Management,Business
34637,Digital Marketing,Business
34637,Programming,Computer Science
58818,Digital Marketing,Business
30656,Marketing,Business
30656,Public Speaking,Communication
30656,Programming,Computer Science
64763,Data Analysis,Statistics
64763,Marketing,Business
64763,Creative Writing,Literature
50541,Digital Marketing,Business
80255,Marketing,Business
80255,Web Development,Computer Science
54772,Data Analysis,Statistics
54772,Digital Marketing,Business
54772,Public Speaking,Communication
54772,Programming,Computer Science
839,Project Management,Business
23994,Graphic Design,Design
23994,Project Management,Business
23994,Public Speaking,Communication
66006,Problem Solving,Mathematics
66006,Public Speaking,Communication
20294,Graphic Design,Design
66876,Problem Solving,Mathematics
66876,Web Development,Computer Science
66876,Public Speaking,Communication
66876,Programming,Computer Science
89004,Creative Writing,Literature
14018,Data Analysis,Statistics
77384,Marketing,Business
77384,Public Speaking,Communication
77384,Programming,Computer Science
41439,Graphic Design,Design
41439,Marketing,Business
41439,Web Development,Computer Science
30183,Project Management,Business
30183,Public Speaking,Communication
30183,Creative Writing,Literature
19796,Data Analysis,Statistics
19796,Problem Solving,Mathematics
19796,Web Development,Computer Science
87006,Digital Marketing,Business
9772,Problem Solving,Mathematics
9772,Marketing,Business
91687,Marketing,Business
91687,Public Speaking,Communication
38695,Web Development,Computer Science
38695,Creative Writing,Literature
38695,Programming,Computer Science
56861,Digital Marketing,Business
30599,Graphic Design,Design
30599,Public Speaking,Communication
30599,Creative Writing,Literature
45142,Data Analysis,Statistics
45142,Marketing,Business
45142,Project Management,Business
45142,Web Development,Computer Science
66404,Marketing,Business
66404,Public Speaking,Communication
66404,Programming,Computer Science
80384,Graphic Design,Design
80384,Web Development,Computer Science
80384,Project Management,Business
80384,Programming,Computer Science
53567,Problem Solving,Mathematics
53567,Digital Marketing,Business
53567,Creative Writing,Literature
53567,Web Development,Computer Science
31707,Data Analysis,Statistics
31707,Graphic Design,Design
31707,Project Management,Business
2329,Data Analysis,Statistics
2329,Marketing,Business
2329,Public Speaking,Communication
91507,Digital Marketing,Business
91507,Graphic Design,Design
91507,Problem Solving,Mathematics
5451,Graphic Design,Design
81324,Data Analysis,Statistics
81324,Digital Marketing,Business
81324,Marketing,Business
81324,Web Development,Computer Science
8958,Data Analysis,Statistics
68553,Data Analysis,Statistics
68553,Marketing,Business
68553,Programming,Computer Science
94686,Creative Writing,Literature
80742,Problem Solving,Mathematics
80742,Graphic Design,Design
80742,Project Management,Business
80742,Public Speaking,Communication
93871,Problem Solving,Mathematics
93871,Project Management,Business
93871,Programming,Computer Science
46989,Project Management,Business
46989,Web Development,Computer Science
88054,Public Speaking,Communication
88054,Web Development,Computer Science
83040,Marketing,Business
83040,Creative Writing,Literature
83040,Problem Solving,Mathematics
83040,Project Management,Business
83040,Public Speaking,Communication
5806,Digital Marketing,Business
19912,Marketing,Business
8310,Problem Solving,Mathematics
8310,Web Development,Computer Science
34876,Data Analysis,Statistics
34876,Graphic Design,Design
34876,Marketing,Business
34876,Programming,Computer Science
44736,Digital Marketing,Business
44736,Project Management,Business
44736,Creative Writing,Literature
44736,Programming,Computer Science
58925,Graphic Design,Design
58925,Marketing,Business
58925,Project Management,Business
58925,Creative Writing,Literature
31987,Graphic Design,Design
31987,Marketing,Business
31987,Public Speaking,Communication
31987,Creative Writing,Literature
51431,Graphic Design,Design
51431,Creative Writing,Literature
15881,Digital Marketing,Business
15881,Web Development,Computer Science
15881,Creative Writing,Literature
15881,Programming,Computer Science
56540,Project Management,Business
56540,Web Development,Computer Science
72817,Digital Marketing,Business
72817,Project Management,Business
72817,Programming,Computer Science
37585,Graphic Design,Design
37585,Data Analysis,Statistics
37585,Digital Marketing,Business
37585,Public Speaking,Communication
37585,Programming,Computer Science
68277,Graphic Design,Design
68277,Project Management,Business
68277,Public Speaking,Communication
4738,Digital Marketing,Business
4738,Web Development,Computer Science
4738,Public Speaking,Communication
4738,Programming,Computer Science
84987,Graphic Design,Design
84987,Digital Marketing,Business
84987,Project Management,Business
84987,Web Development,Computer Science
41236,Digital Marketing,Business
41236,Creative Writing,Literature
64899,Problem Solving,Mathematics
11086,Digital Marketing,Business
11086,Public Speaking,Communication
50695,Problem Solving,Mathematics
50695,Creative Writing,Literature
50695,Web Development,Computer Science
61010,Digital Marketing,Business
61010,Creative Writing,Literature
75281,Problem Solving,Mathematics
75281,Graphic Design,Design
75281,Creative Writing,Literature
75281,Web Development,Computer Science
21558,Graphic Design,Design
21558,Digital Marketing,Business
21558,Creative Writing,Literature
51642,Graphic Design,Design
51642,Marketing,Business
72763,Marketing,Business
72763,Public Speaking,Communication
72763,Web Development,Computer Science
25281,Digital Marketing,Business
25281,Programming,Computer Science
82567,Data Analysis,Statistics
82567,Marketing,Business
82567,Project Management,Business
82567,Digital Marketing,Business
82567,Public Speaking,Communication
42733,Graphic Design,Design
42733,Creative Writing,Literature
42733,Problem Solving,Mathematics
42733,Project Management,Business
42733,Web Development,Computer Science
65184,Data Analysis,Statistics
73062,Data Analysis,Statistics
73062,Creative Writing,Literature
73062,Programming,Computer Science
4627,Data Analysis,Statistics
4627,Digital Marketing,Business
4627,Project Management,Business
4627,Public Speaking,Communication
96867,Marketing,Business
96867,Creative Writing,Literature
96867,Problem Solving,Mathematics
96867,Project Management,Business
96867,Programming,Computer Science
46445,Marketing,Business
46445,Project Management,Business
46445,Public Speaking,Communication
46445,Programming,Computer Science
76335,Marketing,Business
42785,Data Analysis,Statistics
42785,Digital Marketing,Business
42785,Public Speaking,Communication
42785,Web Development,Computer Science
55211,Problem Solving,Mathematics
55211,Marketing,Business
55211,Public Speaking,Communication
55211,Web Development,Computer Science
85756,Public Speaking,Communication
85756,Creative Writing,Literature
85756,Programming,Computer Science
66054,Graphic Design,Design
30927,Project Management,Business
9972,Creative Writing,Literature
38984,Data Analysis,Statistics
38984,Problem Solving,Mathematics
38984,Digital Marketing,Business
38984,Project Management,Business
44610,Problem Solving,Mathematics
44610,Web Development,Computer Science
90140,Graphic Design,Design
90140,Project Management,Business
90140,Public Speaking,Communication
85676,Digital Marketing,Business
85676,Graphic Design,Design
85676,Marketing,Business
85676,Creative Writing,Literature
55252,Programming,Computer Science
51170,Data Analysis,Statistics
51170,Digital Marketing,Business
51170,Public Speaking,Communication
51170,Programming,Computer Science
22491,Digital Marketing,Business
22491,Public Speaking,Communication
22491,Creative Writing,Literature
32589,Data Analysis,Statistics
32589,Graphic Design,Design
31450,Graphic Design,Design
31450,Data Analysis,Statistics
31450,Problem Solving,Mathematics
31450,Project Management,Business
31450,Programming,Computer Science
82334,Problem Solving,Mathematics
82334,Project Management,Business
82334,Programming,Computer Science
95600,Creative Writing,Literature
95600,Programming,Computer Science
8906,Problem Solving,Mathematics
92884,Data Analysis,Statistics
92884,Problem Solving,Mathematics
92884,Digital Marketing,Business
79991,Digital Marketing,Business
79991,Marketing,Business
79991,Project Management,Business
79991,Web Development,Computer Science
9948,Graphic Design,Design
9948,Digital Marketing,Business
9948,Public Speaking,Communication
87068,Creative Writing,Literature
60176,Data Analysis,Statistics
60176,Graphic Design,Design
60176,Creative Writing,Literature
60176,Web Development,Computer Science
76451,Project Management,Business
70718,Data Analysis,Statistics
70718,Marketing,Business
69070,Project Management,Business
52150,Data Analysis,Statistics
52150,Graphic Design,Design
52150,Marketing,Business
52150,Programming,Computer Science
54189,Digital Marketing,Business
54189,Project Management,Business
54189,Creative Writing,Literature
54189,Web Development,Computer Science
68531,Graphic Design,Design
68531,Marketing,Business
68531,Public Speaking,Communication
68531,Creative Writing,Literature
24056,Problem Solving,Mathematics
24056,Creative Writing,Literature
71083,Digital Marketing,Business
71083,Graphic Design,Design
6883,Problem Solving,Mathematics
6883,Creative Writing,Literature
6883,Programming,Computer Science
23705,Project Management,Business
23705,Web Development,Computer Science
85379,Programming,Computer Science
48106,Graphic Design,Design
48106,Project Management,Business
48106,Programming,Computer Science
73570,Marketing,Business
73570,Project Management,Business
44967,Problem Solving,Mathematics
44967,Graphic Design,Design
44967,Web Development,Computer Science
57112,Project Management,Business
57112,Creative Writing,Literature
68817,Graphic Design,Design
47437,Data Analysis,Statistics
47437,Project Management,Business
61409,Problem Solving,Mathematics
61409,Public Speaking,Communication
61409,Creative Writing,Literature
23108,Data Analysis,Statistics
23108,Project Management,Business
23108,Public Speaking,Communication
47904,Data Analysis,Statistics
47904,Problem Solving,Mathematics
47904,Public Speaking,Communication
47904,Programming,Computer Science
34164,Data Analysis,Statistics
34164,Graphic Design,Design
34164,Digital Marketing,Business
34164,Project Management,Business
30163,Programming,Computer Science
30163,Project Management,Business
30163,Web Development,Computer Science
13906,Graphic Design,Design
13906,Project Management,Business
94359,Data Analysis,Statistics
94359,Graphic Design,Design
94359,Public Speaking,Communication
94359,Programming,Computer Science
95050,Data Analysis,Statistics
95050,Digital Marketing,Business
36579,Data Analysis,Statistics
37488,Programming,Computer Science
54338,Web Development,Computer Science
22138,Data Analysis,Statistics
22138,Problem Solving,Mathematics
82888,Graphic Design,Design
82888,Creative Writing,Literature
82888,Web Development,Computer Science
48775,Problem Solving,Mathematics
48775,Digital Marketing,Business
48775,Creative Writing,Literature
80386,Project Management,Business
80386,Public Speaking,Communication
80386,Web Development,Computer Science
70706,Digital Marketing,Business
70706,Public Speaking,Communication
70706,Creative Writing,Literature
73796,Problem Solving,Mathematics
73796,Programming,Computer Science
73796,Web Development,Computer Science
52364,Data Analysis,Statistics
52364,Graphic Design,Design
52364,Digital Marketing,Business
10060,Problem Solving,Mathematics
10060,Web Development,Computer Science
62543,Data Analysis,Statistics
62543,Graphic Design,Design
62543,Public Speaking,Communication
62543,Web Development,Computer Science
87582,Data Analysis,Statistics
87582,Graphic Design,Design
87582,Digital Marketing,Business
87582,Programming,Computer Science
1158,Data Analysis,Statistics
1158,Marketing,Business
1158,Public Speaking,Communication
1158,Web Development,Computer Science
6474,Data Analysis,Statistics
6474,Programming,Computer Science
6474,Web Development,Computer Science
11226,Problem Solving,Mathematics
11226,Digital Marketing,Business
11226,Project Management,Business
11226,Public Speaking,Communication
58060,Data Analysis,Statistics
58060,Problem Solving,Mathematics
58060,Marketing,Business
58060,Public Speaking,Communication
84249,Problem Solving,Mathematics
84249,Digital Marketing,Business
84249,Creative Writing,Literature
84249,Web Development,Computer Science
89194,Digital Marketing,Business
89194,Project Management,Business
89194,Public Speaking,Communication
89194,Web Development,Computer Science
86421,Creative Writing,Literature
68662,Marketing,Business
68662,Web Development,Computer Science
71816,Problem Solving,Mathematics
71816,Project Management,Business
83069,Project Management,Business
83069,Public Speaking,Communication
71238,Marketing,Business
71238,Project Management,Business
71238,Creative Writing,Literature
71238,Programming,Computer Science
92353,Marketing,Business
92353,Public Speaking,Communication
17356,Graphic Design,Design
17356,Programming,Computer Science
26125,Programming,Computer Science
26125,Web Development,Computer Science
9615,Graphic Design,Design
9615,Project Management,Business
63518,Problem Solving,Mathematics
53862,Project Management,Business
22458,Graphic Design,Design
22458,Project Management,Business
22458,Public Speaking,Communication
22458,Creative Writing,Literature
45870,Problem Solving,Mathematics
45870,Project Management,Business
69032,Problem Solving,Mathematics
69032,Programming,Computer Science
83581,Digital Marketing,Business
64476,Problem Solving,Mathematics
64476,Project Management,Business
64476,Web Development,Computer Science
64476,Digital Marketing,Business
64476,Public Speaking,Communication
35948,Graphic Design,Design
35948,Project Management,Business
35948,Creative Writing,Literature
35948,Programming,Computer Science
59076,Digital Marketing,Business
59076,Marketing,Business
73949,Digital Marketing,Business
73949,Web Development,Computer Science
73949,Creative Writing,Literature
73949,Programming,Computer Science
18784,Data Analysis,Statistics
18784,Digital Marketing,Business
95413,Data Analysis,Statistics
95413,Graphic Design,Design
95413,Public Speaking,Communication
48649,Data Analysis,Statistics
48649,Problem Solving,Mathematics
48649,Digital Marketing,Business
48649,Marketing,Business
68741,Digital Marketing,Business
68741,Web Development,Computer Science
78316,Project Management,Business
66701,Digital Marketing,Business
66701,Marketing,Business
66701,Creative Writing,Literature
30168,Problem Solving,Mathematics
30168,Digital Marketing,Business
30168,Marketing,Business
30168,Programming,Computer Science
44399,Project Management,Business
72338,Data Analysis,Statistics
72338,Creative Writing,Literature
66494,Digital Marketing,Business
66494,Creative Writing,Literature
66494,Programming,Computer Science
69041,Data Analysis,Statistics
69041,Marketing,Business
69041,Programming,Computer Science
47421,Digital Marketing,Business
47421,Marketing,Business
47421,Web Development,Computer Science
17821,Data Analysis,Statistics
17821,Graphic Design,Design
17821,Creative Writing,Literature
6926,Marketing,Business
80037,Digital Marketing,Business
80037,Marketing,Business
80037,Web Development,Computer Science
42645,Digital Marketing,Business
42645,Web Development,Computer Science
70079,Public Speaking,Communication
11547,Graphic Design,Design
11547,Data Analysis,Statistics
11547,Project Management,Business
11547,Web Development,Computer Science
11547,Programming,Computer Science
37000,Data Analysis,Statistics
37000,Programming,Computer Science
99593,Project Management,Business
70152,Problem Solving,Mathematics
70152,Creative Writing,Literature
63244,Marketing,Business
63244,Public Speaking,Communication
43780,Graphic Design,Design
43780,Marketing,Business
43780,Creative Writing,Literature
43780,Problem Solving,Mathematics
43780,Programming,Computer Science
6091,Problem Solving,Mathematics
6091,Digital Marketing,Business
6091,Public Speaking,Communication
18620,Problem Solving,Mathematics
18620,Creative Writing,Literature
18620,Programming,Computer Science
26082,Marketing,Business
26082,Public Speaking,Communication
21921,Digital Marketing,Business
21921,Marketing,Business
21921,Project Management,Business
12663,Data Analysis,Statistics
12663,Digital Marketing,Business
56779,Digital Marketing,Business
56779,Public Speaking,Communication
56779,Web Development,Computer Science
29487,Programming,Computer Science
55795,Data Analysis,Statistics
55795,Marketing,Business
55795,Project Management,Business
55795,Public Speaking,Communication
56180,Problem Solving,Mathematics
74209,Problem Solving,Mathematics
74209,Marketing,Business
13775,Marketing,Business
13775,Public Speaking,Communication
40483,Data Analysis,Statistics
40483,Problem Solving,Mathematics
40483,Graphic Design,Design
40483,Creative Writing,Literature
2263,Problem Solving,Mathematics
2263,Marketing,Business
2263,Creative Writing,Literature
29838,Problem Solving,Mathematics
29838,Digital Marketing,Business
29838,Project Management,Business
29838,Public Speaking,Communication
90697,Data Analysis,Statistics
90697,Marketing,Business
90697,Public Speaking,Communication
90697,Creative Writing,Literature
51679,Digital Marketing,Business
51679,Marketing,Business
60544,Data Analysis,Statistics
60544,Marketing,Business
65291,Data Analysis,Statistics
65291,Digital Marketing,Business
24430,Graphic Design,Design
24430,Marketing,Business
24430,Creative Writing,Literature
24430,Project Management,Business
24430,Public Speaking,Communication
1548,Web Development,Computer Science
1548,Marketing,Business
1548,Programming,Computer Science
10026,Public Speaking,Communication
10026,Programming,Computer Science
79962,Digital Marketing,Business
79962,Graphic Design,Design
79962,Public Speaking,Communication
96194,Marketing,Business
96194,Web Development,Computer Science
98049,Data Analysis,Statistics
98049,Problem Solving,Mathematics
98049,Public Speaking,Communication
98049,Programming,Computer Science
56633,Digital Marketing,Business
56633,Graphic Design,Design
56633,Project Management,Business
56633,Web Development,Computer Science
35549,Marketing,Business
16971,Digital Marketing,Business
16971,Marketing,Business
16971,Public Speaking,Communication
16971,Programming,Computer Science
78399,Data Analysis,Statistics
78399,Marketing,Business
78399,Web Development,Computer Science
42837,Web Development,Computer Science
37988,Problem Solving,Mathematics
37988,Marketing,Business
82626,Problem Solving,Mathematics
82626,Marketing,Business
82626,Programming,Computer Science
21255,Data Analysis,Statistics
21255,Graphic Design,Design
26561,Public Speaking,Communication
71607,Data Analysis,Statistics
71607,Creative Writing,Literature
71607,Project Management,Business
71607,Digital Marketing,Business
71607,Public Speaking,Communication
68911,Graphic Design,Design
68911,Public Speaking,Communication
68911,Creative Writing,Literature
68911,Web Development,Computer Science
18455,Marketing,Business
18455,Project Management,Business
18455,Creative Writing,Literature
18455,Programming,Computer Science
1895,Public Speaking,Communication
1895,Web Development,Computer Science
66974,Problem Solving,Mathematics
66974,Graphic Design,Design
66974,Project Management,Business
66974,Digital Marketing,Business
33350,Data Analysis,Statistics
33350,Graphic Design,Design
33350,Web Development,Computer Science
98861,Problem Solving,Mathematics
98861,Programming,Computer Science
61834,Marketing,Business
61834,Project Management,Business
61834,Programming,Computer Science
18814,Web Development,Computer Science
18814,Marketing,Business
18814,Public Speaking,Communication
18814,Programming,Computer Science
89478,Problem Solving,Mathematics
86204,Data Analysis,Statistics
86204,Digital Marketing,Business
86204,Graphic Design,Design
86204,Creative Writing,Literature
93125,Graphic Design,Design
93125,Marketing,Business
93125,Public Speaking,Communication
93125,Programming,Computer Science
81979,Project Management,Business
81979,Public Speaking,Communication
81979,Programming,Computer Science
92164,Marketing,Business
92164,Public Speaking,Communication
92164,Web Development,Computer Science
65017,Data Analysis,Statistics
65017,Creative Writing,Literature
61679,Marketing,Business
73041,Problem Solving,Mathematics
73041,Programming,Computer Science
4580,Data Analysis,Statistics
4580,Problem Solving,Mathematics
4580,Digital Marketing,Business
68894,Graphic Design,Design
68894,Project Management,Business
89407,Graphic Design,Design
89407,Programming,Computer Science
77067,Web Development,Computer Science
81235,Problem Solving,Mathematics
81235,Project Management,Business
28685,Graphic Design,Design
28685,Project Management,Business
47131,Graphic Design,Design
47131,Project Management,Business
2663,Graphic Design,Design
2663,Programming,Computer Science
1529,Problem Solving,Mathematics
1529,Graphic Design,Design
1529,Public Speaking,Communication
33226,Problem Solving,Mathematics
55589,Problem Solving,Mathematics
55589,Digital Marketing,Business
55589,Public Speaking,Communication
71030,Marketing,Business
71030,Creative Writing,Literature
71030,Programming,Computer Science
19624,Digital Marketing,Business
19624,Marketing,Business
85790,Graphic Design,Design
85790,Digital Marketing,Business
85790,Creative Writing,Literature
44004,Problem Solving,Mathematics
44004,Marketing,Business
44004,Creative Writing,Literature
44004,Web Development,Computer Science
6865,Programming,Computer Science
93204,Public Speaking,Communication
93204,Creative Writing,Literature
93204,Programming,Computer Science
76330,Web Development,Computer Science
72743,Problem Solving,Mathematics
72743,Digital Marketing,Business
72743,Marketing,Business
72743,Programming,Computer Science
59461,Marketing,Business
59461,Public Speaking,Communication
20478,Problem Solving,Mathematics
20478,Marketing,Business
20478,Project Management,Business
37986,Data Analysis,Statistics
37986,Creative Writing,Literature
37986,Web Development,Computer Science
48885,Problem Solving,Mathematics
48885,Graphic Design,Design
48885,Creative Writing,Literature
95030,Problem Solving,Mathematics
95030,Graphic Design,Design
95030,Project Management,Business
95030,Web Development,Computer Science
83591,Data Analysis,Statistics
83591,Graphic Design,Design
83591,Digital Marketing,Business
83591,Project Management,Business
9351,Project Management,Business
9351,Creative Writing,Literature
9351,Programming,Computer Science
89667,Creative Writing,Literature
89667,Web Development,Computer Science
89667,Digital Marketing,Business
89667,Public Speaking,Communication
89667,Programming,Computer Science
31187,Data Analysis,Statistics
31187,Marketing,Business
31187,Project Management,Business
58750,Data Analysis,Statistics
3048,Data Analysis,Statistics
25215,Problem Solving,Mathematics
25215,Digital Marketing,Business
25215,Public Speaking,Communication
25215,Web Development,Computer Science
49000,Digital Marketing,Business
49000,Graphic Design,Design
49000,Public Speaking,Communication
66499,Project Management,Business
66499,Public Speaking,Communication
1495,Project Management,Business
8732,Data Analysis,Statistics
8732,Graphic Design,Design
8732,Marketing,Business
66739,Creative Writing,Literature
26997,Data Analysis,Statistics
26997,Graphic Design,Design
26997,Digital Marketing,Business
26997,Programming,Computer Science
97794,Graphic Design,Design
97794,Digital Marketing,Business
97794,Public Speaking,Communication
97794,Programming,Computer Science
88483,Graphic Design,Design
88483,Marketing,Business
88483,Creative Writing,Literature
88483,Web Development,Computer Science
86921,Project Management,Business
44573,Data Analysis,Statistics
71188,Project Management,Business
71188,Public Speaking,Communication
83155,Problem Solving,Mathematics
83155,Marketing,Business
20136,Programming,Computer Science
20136,Public Speaking,Communication
20136,Web Development,Computer Science
41996,Graphic Design,Design
41996,Problem Solving,Mathematics
41996,Web Development,Computer Science
41996,Public Speaking,Communication
41996,Programming,Computer Science
71440,Problem Solving,Mathematics
71440,Public Speaking,Communication
42590,Project Management,Business
90184,Digital Marketing,Business
90184,Public Speaking,Communication
42318,Graphic Design,Design
41286,Project Management,Business
12209,Programming,Computer Science
10776,Programming,Computer Science
6201,Graphic Design,Design
6201,Creative Writing,Literature
6201,Project Management,Business
6201,Digital Marketing,Business
6201,Programming,Computer Science
70816,Web Development,Computer Science
70816,Programming,Computer Science
10337,Digital Marketing,Business
10337,Public Speaking,Communication
75988,Problem Solving,Mathematics
75988,Web Development,Computer Science
21204,Problem Solving,Mathematics
21204,Marketing,Business
21204,Public Speaking,Communication
46389,Marketing,Business
46389,Creative Writing,Literature
35211,Digital Marketing,Business
35211,Project Management,Business
35211,Public Speaking,Communication
35211,Web Development,Computer Science
39652,Digital Marketing,Business
92105,Graphic Design,Design
92105,Marketing,Business
92105,Creative Writing,Literature
92105,Digital Marketing,Business
92105,Programming,Computer Science
99144,Public Speaking,Communication
24117,Public Speaking,Communication
24117,Programming,Computer Science
51267,Data Analysis,Statistics
61863,Digital Marketing,Business
61863,Project Management,Business
61863,Creative Writing,Literature
61863,Web Development,Computer Science
2805,Graphic Design,Design
2805,Public Speaking,Communication
2805,Programming,Computer Science
93674,Programming,Computer Science
44489,Data Analysis,Statistics
44489,Marketing,Business
90650,Data Analysis,Statistics
90650,Graphic Design,Design
90650,Public Speaking,Communication
90650,Creative Writing,Literature
29550,Problem Solving,Mathematics
29550,Marketing,Business
29550,Public Speaking,Communication
64211,Data Analysis,Statistics
64211,Problem Solving,Mathematics
64211,Project Management,Business
23391,Marketing,Business
23391,Web Development,Computer Science
88841,Data Analysis,Statistics
88841,Programming,Computer Science
19363,Graphic Design,Design
19363,Web Development,Computer Science
9398,Graphic Design,Design
9398,Programming,Computer Science
69073,Programming,Computer Science
69073,Digital Marketing,Business
69073,Web Development,Computer Science
1038,Data Analysis,Statistics
1038,Creative Writing,Literature
1038,Web Development,Computer Science
94480,Digital Marketing,Business
94480,Public Speaking,Communication
22159,Data Analysis,Statistics
22159,Web Development,Computer Science
12447,Graphic Design,Design
12447,Data Analysis,Statistics
12447,Marketing,Business
12447,Public Speaking,Communication
12447,Programming,Computer Science
85554,Data Analysis,Statistics
85554,Graphic Design,Design
85554,Web Development,Computer Science
34221,Data Analysis,Statistics
34221,Graphic Design,Design
34221,Digital Marketing,Business
34221,Public Speaking,Communication
86536,Data Analysis,Statistics
86536,Problem Solving,Mathematics
86536,Graphic Design,Design
86536,Marketing,Business
76250,Marketing,Business
84166,Data Analysis,Statistics
84166,Digital Marketing,Business
84166,Public Speaking,Communication
84166,Web Development,Computer Science
60509,Data Analysis,Statistics
53344,Creative Writing,Literature
68681,Web Development,Computer Science
71225,Graphic Design,Design
71225,Digital Marketing,Business
71225,Creative Writing,Literature
71225,Web Development,Computer Science
98543,Data Analysis,Statistics
98543,Creative Writing,Literature
98543,Project Management,Business
98543,Web Development,Computer Science
98543,Digital Marketing,Business
56680,Marketing,Business
56680,Creative Writing,Literature
48269,Problem Solving,Mathematics
48269,Public Speaking,Communication
19228,Digital Marketing,Business
49220,Data Analysis,Statistics
49220,Creative Writing,Literature
49220,Web Development,Computer Science
66431,Project Management,Business
66431,Web Development,Computer Science
40958,Project Management,Business
58563,Graphic Design,Design
58563,Programming,Computer Science
43842,Problem Solving,Mathematics
43842,Project Management,Business
43842,Public Speaking,Communication
43842,Programming,Computer Science
41215,Creative Writing,Literature
55503,Programming,Computer Science
55503,Project Management,Business
55503,Creative Writing,Literature
55503,Web Development,Computer Science
