Job_ID,Proficiency,Domain
31100,Creative Writing,Literature
67907,Data Analysis,Statistics
67907,Creative Writing,Literature
67907,Problem Solving,Mathematics
67907,Project Management,Business
67907,Web Development,Computer Science
94466,Data Analysis,Statistics
94466,Project Management,Business
94466,Public Speaking,Communication
94466,Web Development,Computer Science
23085,Public Speaking,Communication
23085,Creative Writing,Literature
84477,Problem Solving,Mathematics
84477,Digital Marketing,Business
84477,Project Management,Business
9062,Problem Solving,Mathematics
43183,Marketing,Business
43183,Creative Writing,Literature
43183,Programming,Computer Science
27015,Data Analysis,Statistics
27015,Problem Solving,Mathematics
27015,Graphic Design,Design
27015,Public Speaking,Communication
92760,Data Analysis,Statistics
92760,Marketing,Business
92760,Digital Marketing,Business
92760,Public Speaking,Communication
92760,Programming,Computer Science
20198,Digital Marketing,Business
20198,Marketing,Business
20198,Public Speaking,Communication
92197,Problem Solving,Mathematics
92197,Marketing,Business
99589,Graphic Design,Design
99589,Digital Marketing,Business
99589,Project Management,Business
99589,Creative Writing,Literature
17352,Graphic Design,Design
17352,Public Speaking,Communication
85624,Problem Solving,Mathematics
85624,Marketing,Business
85624,Creative Writing,Literature
31608,Problem Solving,Mathematics
31608,Graphic Design,Design
31608,Digital Marketing,Business
31608,Creative Writing,Literature
15058,Problem Solving,Mathematics
70629,Graphic Design,Design
70629,Data Analysis,Statistics
70629,Marketing,Business
70629,Project Management,Business
70629,Digital Marketing,Business
17367,Data Analysis,Statistics
17367,Problem Solving,Mathematics
17367,Programming,Computer Science
17367,Web Development,Computer Science
66300,Data Analysis,Statistics
66300,Creative Writing,Literature
66300,Project Management,Business
66300,Digital Marketing,Business
66300,Public Speaking,Communication
83129,Creative Writing,Literature
99390,Problem Solving,Mathematics
99390,Graphic Design,Design
99390,Public Speaking,Communication
99390,Programming,Computer Science
4175,Digital Marketing,Business
4175,Marketing,Business
9690,Marketing,Business
9690,Web Development,Computer Science
98997,Digital Marketing,Business
98997,Project Management,Business
66201,Programming,Computer Science
66201,Marketing,Business
66201,Creative Writing,Literature
66201,Web Development,Computer Science
35391,Problem Solving,Mathematics
35391,Marketing,Business
89061,Graphic Design,Design
89061,Project Management,Business
89061,Creative Writing,Literature
20571,Digital Marketing,Business
20571,Project Management,Business
20571,Public Speaking,Communication
90666,Problem Solving,Mathematics
90666,Project Management,Business
90666,Web Development,Computer Science
7650,Graphic Design,Design
7650,Project Management,Business
7650,Web Development,Computer Science
6241,Graphic Design,Design
6241,Digital Marketing,Business
6241,Creative Writing,Literature
21859,Digital Marketing,Business
21859,Programming,Computer Science
6719,Digital Marketing,Business
6719,Graphic Design,Design
6719,Programming,Computer Science
6719,Web Development,Computer Science
90102,Digital Marketing,Business
90102,Programming,Computer Science
17234,Graphic Design,Design
17234,Project Management,Business
17234,Web Development,Computer Science
93223,Data Analysis,Statistics
93223,Public Speaking,Communication
93223,Programming,Computer Science
62088,Graphic Design,Design
62088,Marketing,Business
62088,Programming,Computer Science
42639,Project Management,Business
11419,Digital Marketing,Business
11419,Web Development,Computer Science
51197,Data Analysis,Statistics
51197,Digital Marketing,Business
51197,Graphic Design,Design
51197,Problem Solving,Mathematics
62926,Web Development,Computer Science
5610,Data Analysis,Statistics
5610,Marketing,Business
5610,Web Development,Computer Science
5610,Digital Marketing,Business
5610,Public Speaking,Communication
43471,Public Speaking,Communication
70862,Digital Marketing,Business
70862,Web Development,Computer Science
70862,Programming,Computer Science
45828,Graphic Design,Design
45828,Public Speaking,Communication
45828,Web Development,Computer Science
38138,Problem Solving,Mathematics
38138,Marketing,Business
38138,Public Speaking,Communication
38138,Web Development,Computer Science
2529,Marketing,Business
2529,Programming,Computer Science
42306,Graphic Design,Design
42306,Creative Writing,Literature
83866,Data Analysis,Statistics
83866,Marketing,Business
83866,Public Speaking,Communication
83866,Web Development,Computer Science
45530,Graphic Design,Design
45530,Programming,Computer Science
70705,Problem Solving,Mathematics
70705,Digital Marketing,Business
70705,Marketing,Business
70705,Project Management,Business
47963,Project Management,Business
47963,Public Speaking,Communication
85636,Graphic Design,Design
85636,Digital Marketing,Business
85636,Marketing,Business
85636,Web Development,Computer Science
82853,Problem Solving,Mathematics
82853,Graphic Design,Design
82853,Web Development,Computer Science
26755,Creative Writing,Literature
26755,Web Development,Computer Science
39104,Problem Solving,Mathematics
39104,Marketing,Business
39104,Project Management,Business
39104,Programming,Computer Science
3730,Data Analysis,Statistics
3730,Problem Solving,Mathematics
3730,Project Management,Business
3730,Web Development,Computer Science
3730,Digital Marketing,Business
75812,Graphic Design,Design
75812,Problem Solving,Mathematics
75812,Project Management,Business
75812,Public Speaking,Communication
75812,Programming,Computer Science
65743,Marketing,Business
65743,Public Speaking,Communication
23654,Data Analysis,Statistics
59110,Digital Marketing,Business
59110,Creative Writing,Literature
59110,Programming,Computer Science
67983,Marketing,Business
67983,Programming,Computer Science
53867,Graphic Design,Design
87231,Graphic Design,Design
87231,Public Speaking,Communication
32775,Data Analysis,Statistics
32775,Digital Marketing,Business
32775,Public Speaking,Communication
32775,Web Development,Computer Science
75726,Graphic Design,Design
75726,Data Analysis,Statistics
75726,Problem Solving,Mathematics
75726,Project Management,Business
75726,Public Speaking,Communication
77968,Data Analysis,Statistics
77968,Project Management,Business
24895,Digital Marketing,Business
78039,Data Analysis,Statistics
25010,Programming,Computer Science
25010,Web Development,Computer Science
36129,Graphic Design,Design
36129,Data Analysis,Statistics
36129,Web Development,Computer Science
36129,Digital Marketing,Business
36129,Programming,Computer Science
33796,Problem Solving,Mathematics
33796,Digital Marketing,Business
33796,Project Management,Business
33796,Public Speaking,Communication
53345,Problem Solving,Mathematics
97860,Graphic Design,Design
97860,Project Management,Business
97860,Programming,Computer Science
12523,Programming,Computer Science
10357,Project Management,Business
10357,Creative Writing,Literature
48787,Problem Solving,Mathematics
48787,Digital Marketing,Business
48787,Project Management,Business
32961,Data Analysis,Statistics
32961,Problem Solving,Mathematics
32961,Web Development,Computer Science
63377,Data Analysis,Statistics
63377,Creative Writing,Literature
76231,Problem Solving,Mathematics
76231,Web Development,Computer Science
76231,Programming,Computer Science
98545,Graphic Design,Design
98545,Project Management,Business
93606,Digital Marketing,Business
93606,Project Management,Business
93606,Creative Writing,Literature
93606,Web Development,Computer Science
24515,Public Speaking,Communication
19006,Data Analysis,Statistics
19006,Problem Solving,Mathematics
19006,Project Management,Business
19006,Web Development,Computer Science
23857,Marketing,Business
23857,Creative Writing,Literature
23857,Programming,Computer Science
72736,Data Analysis,Statistics
46986,Data Analysis,Statistics
46986,Graphic Design,Design
46986,Creative Writing,Literature
46986,Programming,Computer Science
20201,Data Analysis,Statistics
20201,Programming,Computer Science
88224,Problem Solving,Mathematics
88224,Marketing,Business
88224,Project Management,Business
88224,Web Development,Computer Science
8470,Project Management,Business
82770,Creative Writing,Literature
1988,Marketing,Business
1988,Creative Writing,Literature
45482,Graphic Design,Design
45482,Digital Marketing,Business
45482,Programming,Computer Science
90853,Web Development,Computer Science
52264,Project Management,Business
59985,Project Management,Business
57201,Project Management,Business
35304,Data Analysis,Statistics
35304,Problem Solving,Mathematics
35304,Digital Marketing,Business
35304,Web Development,Computer Science
58004,Problem Solving,Mathematics
58004,Marketing,Business
73255,Data Analysis,Statistics
73255,Graphic Design,Design
73255,Public Speaking,Communication
68042,Project Management,Business
1592,Graphic Design,Design
1592,Data Analysis,Statistics
1592,Creative Writing,Literature
1592,Web Development,Computer Science
1592,Programming,Computer Science
89097,Data Analysis,Statistics
89097,Digital Marketing,Business
89097,Marketing,Business
89097,Creative Writing,Literature
91436,Graphic Design,Design
91436,Data Analysis,Statistics
91436,Marketing,Business
91436,Creative Writing,Literature
91436,Public Speaking,Communication
38908,Data Analysis,Statistics
38908,Marketing,Business
38908,Web Development,Computer Science
38908,Public Speaking,Communication
38908,Programming,Computer Science
65837,Web Development,Computer Science
65837,Marketing,Business
65837,Project Management,Business
65837,Programming,Computer Science
39726,Public Speaking,Communication
39726,Creative Writing,Literature
39726,Programming,Computer Science
79144,Graphic Design,Design
79144,Public Speaking,Communication
28092,Data Analysis,Statistics
28092,Creative Writing,Literature
29496,Marketing,Business
29496,Programming,Computer Science
6330,Creative Writing,Literature
6330,Web Development,Computer Science
59622,Graphic Design,Design
13844,Programming,Computer Science
81516,Problem Solving,Mathematics
81516,Public Speaking,Communication
81516,Web Development,Computer Science
18709,Data Analysis,Statistics
18709,Problem Solving,Mathematics
49869,Project Management,Business
49869,Public Speaking,Communication
18009,Data Analysis,Statistics
18009,Digital Marketing,Business
18009,Marketing,Business
18009,Public Speaking,Communication
90580,Digital Marketing,Business
33664,Problem Solving,Mathematics
33664,Project Management,Business
33664,Public Speaking,Communication
28782,Digital Marketing,Business
28782,Project Management,Business
28782,Public Speaking,Communication
6129,Project Management,Business
6129,Creative Writing,Literature
6129,Web Development,Computer Science
10508,Problem Solving,Mathematics
10508,Project Management,Business
10508,Programming,Computer Science
76704,Graphic Design,Design
76704,Marketing,Business
76704,Problem Solving,Mathematics
76704,Project Management,Business
76704,Public Speaking,Communication
28957,Programming,Computer Science
28957,Digital Marketing,Business
28957,Marketing,Business
28957,Web Development,Computer Science
15484,Data Analysis,Statistics
15484,Programming,Computer Science
15484,Graphic Design,Design
15484,Web Development,Computer Science
32410,Graphic Design,Design
32410,Digital Marketing,Business
32410,Creative Writing,Literature
32410,Programming,Computer Science
73102,Problem Solving,Mathematics
73102,Public Speaking,Communication
73102,Programming,Computer Science
62639,Data Analysis,Statistics
47541,Data Analysis,Statistics
47541,Problem Solving,Mathematics
47541,Project Management,Business
47541,Creative Writing,Literature
81676,Web Development,Computer Science
19005,Data Analysis,Statistics
19005,Digital Marketing,Business
19005,Graphic Design,Design
70453,Graphic Design,Design
70453,Marketing,Business
70453,Programming,Computer Science
61589,Programming,Computer Science
61589,Problem Solving,Mathematics
61589,Public Speaking,Communication
61589,Web Development,Computer Science
79833,Programming,Computer Science
6892,Data Analysis,Statistics
6892,Graphic Design,Design
6892,Public Speaking,Communication
85403,Web Development,Computer Science
85403,Programming,Computer Science
57644,Graphic Design,Design
57644,Data Analysis,Statistics
57644,Marketing,Business
57644,Project Management,Business
57644,Digital Marketing,Business
44171,Problem Solving,Mathematics
44171,Digital Marketing,Business
44171,Project Management,Business
29793,Graphic Design,Design
36359,Marketing,Business
12187,Data Analysis,Statistics
12187,Creative Writing,Literature
2706,Problem Solving,Mathematics
2706,Project Management,Business
2706,Web Development,Computer Science
85501,Marketing,Business
85501,Project Management,Business
85501,Public Speaking,Communication
24878,Web Development,Computer Science
69761,Data Analysis,Statistics
69761,Graphic Design,Design
69761,Marketing,Business
69761,Programming,Computer Science
3517,Graphic Design,Design
3517,Project Management,Business
22336,Marketing,Business
74973,Digital Marketing,Business
74973,Creative Writing,Literature
59996,Data Analysis,Statistics
59996,Creative Writing,Literature
46438,Problem Solving,Mathematics
46438,Digital Marketing,Business
46438,Project Management,Business
46438,Web Development,Computer Science
78483,Data Analysis,Statistics
78483,Digital Marketing,Business
78483,Marketing,Business
78483,Programming,Computer Science
59535,Digital Marketing,Business
59535,Graphic Design,Design
59535,Project Management,Business
59535,Programming,Computer Science
63508,Public Speaking,Communication
55285,Problem Solving,Mathematics
76710,Problem Solving,Mathematics
76710,Web Development,Computer Science
76710,Public Speaking,Communication
76710,Programming,Computer Science
36561,Data Analysis,Statistics
36561,Marketing,Business
36561,Public Speaking,Communication
32137,Web Development,Computer Science
70271,Marketing,Business
52076,Graphic Design,Design
52076,Digital Marketing,Business
52076,Marketing,Business
52076,Project Management,Business
80808,Creative Writing,Literature
16309,Data Analysis,Statistics
16309,Marketing,Business
16309,Public Speaking,Communication
29656,Data Analysis,Statistics
29656,Programming,Computer Science
29656,Creative Writing,Literature
29656,Web Development,Computer Science
78526,Programming,Computer Science
78526,Marketing,Business
78526,Problem Solving,Mathematics
78526,Web Development,Computer Science
66022,Problem Solving,Mathematics
66022,Public Speaking,Communication
66022,Programming,Computer Science
51612,Graphic Design,Design
51612,Project Management,Business
51612,Digital Marketing,Business
51612,Public Speaking,Communication
51612,Programming,Computer Science
657,Programming,Computer Science
657,Project Management,Business
657,Creative Writing,Literature
657,Web Development,Computer Science
7831,Project Management,Business
7831,Public Speaking,Communication
7831,Programming,Computer Science
14723,Web Development,Computer Science
48431,Data Analysis,Statistics
48431,Programming,Computer Science
48431,Marketing,Business
48431,Web Development,Computer Science
65301,Data Analysis,Statistics
65301,Problem Solving,Mathematics
65301,Digital Marketing,Business
65301,Public Speaking,Communication
65301,Programming,Computer Science
55151,Data Analysis,Statistics
55151,Graphic Design,Design
55151,Digital Marketing,Business
55151,Creative Writing,Literature
72365,Marketing,Business
72365,Programming,Computer Science
47212,Data Analysis,Statistics
47212,Problem Solving,Mathematics
47212,Public Speaking,Communication
47212,Web Development,Computer Science
9317,Data Analysis,Statistics
9317,Graphic Design,Design
9317,Public Speaking,Communication
4984,Programming,Computer Science
52042,Problem Solving,Mathematics
69606,Programming,Computer Science
69606,Marketing,Business
69606,Public Speaking,Communication
69606,Web Development,Computer Science
91661,Project Management,Business
64484,Data Analysis,Statistics
64484,Project Management,Business
64484,Creative Writing,Literature
55781,Programming,Computer Science
94745,Data Analysis,Statistics
66454,Marketing,Business
11034,Digital Marketing,Business
11034,Marketing,Business
11034,Public Speaking,Communication
26576,Digital Marketing,Business
26576,Project Management,Business
26576,Creative Writing,Literature
18219,Project Management,Business
18219,Programming,Computer Science
95485,Creative Writing,Literature
95485,Web Development,Computer Science
95485,Digital Marketing,Business
95485,Public Speaking,Communication
95485,Programming,Computer Science
54111,Project Management,Business
64527,Graphic Design,Design
64527,Programming,Computer Science
50208,Problem Solving,Mathematics
50208,Marketing,Business
50208,Project Management,Business
74274,Graphic Design,Design
15004,Problem Solving,Mathematics
87913,Graphic Design,Design
87913,Digital Marketing,Business
87913,Web Development,Computer Science
99209,Project Management,Business
70583,Project Management,Business
73144,Data Analysis,Statistics
73144,Graphic Design,Design
73144,Project Management,Business
73144,Programming,Computer Science
37703,Data Analysis,Statistics
37703,Public Speaking,Communication
18119,Data Analysis,Statistics
18119,Marketing,Business
18119,Web Development,Computer Science
61789,Marketing,Business
61789,Problem Solving,Mathematics
61789,Web Development,Computer Science
61789,Digital Marketing,Business
61789,Programming,Computer Science
7109,Digital Marketing,Business
7109,Marketing,Business
7109,Creative Writing,Literature
9894,Project Management,Business
9894,Web Development,Computer Science
95257,Problem Solving,Mathematics
95257,Marketing,Business
95257,Project Management,Business
95257,Web Development,Computer Science
25673,Graphic Design,Design
25673,Project Management,Business
25673,Public Speaking,Communication
25673,Web Development,Computer Science
46322,Digital Marketing,Business
46322,Marketing,Business
88676,Data Analysis,Statistics
88676,Problem Solving,Mathematics
88676,Project Management,Business
88676,Web Development,Computer Science
88676,Programming,Computer Science
67408,Problem Solving,Mathematics
67408,Digital Marketing,Business
67408,Public Speaking,Communication
67408,Web Development,Computer Science
28477,Graphic Design,Design
28477,Digital Marketing,Business
28477,Project Management,Business
28477,Web Development,Computer Science
11930,Data Analysis,Statistics
11930,Digital Marketing,Business
11930,Creative Writing,Literature
11930,Web Development,Computer Science
85904,Data Analysis,Statistics
85904,Marketing,Business
21134,Graphic Design,Design
21134,Marketing,Business
21134,Web Development,Computer Science
75790,Creative Writing,Literature
75790,Project Management,Business
75790,Web Development,Computer Science
75790,Digital Marketing,Business
75790,Programming,Computer Science
87163,Data Analysis,Statistics
87163,Creative Writing,Literature
99229,Problem Solving,Mathematics
99229,Digital Marketing,Business
25000,Data Analysis,Statistics
25000,Marketing,Business
25000,Creative Writing,Literature
34459,Graphic Design,Design
34459,Creative Writing,Literature
34459,Project Management,Business
34459,Digital Marketing,Business
34459,Public Speaking,Communication
64818,Digital Marketing,Business
64818,Creative Writing,Literature
86831,Problem Solving,Mathematics
86831,Programming,Computer Science
86831,Web Development,Computer Science
58651,Marketing,Business
58651,Web Development,Computer Science
9829,Programming,Computer Science
85948,Marketing,Business
85948,Public Speaking,Communication
85948,Creative Writing,Literature
15826,Marketing,Business
15826,Project Management,Business
15826,Public Speaking,Communication
15826,Web Development,Computer Science
90139,Data Analysis,Statistics
90139,Marketing,Business
90139,Project Management,Business
90139,Creative Writing,Literature
66801,Data Analysis,Statistics
66801,Problem Solving,Mathematics
66801,Project Management,Business
66801,Web Development,Computer Science
66801,Public Speaking,Communication
62095,Graphic Design,Design
62095,Project Management,Business
15896,Programming,Computer Science
85825,Data Analysis,Statistics
85825,Problem Solving,Mathematics
69506,Creative Writing,Literature
38264,Digital Marketing,Business
38264,Marketing,Business
38264,Web Development,Computer Science
68353,Data Analysis,Statistics
68353,Problem Solving,Mathematics
68353,Marketing,Business
68353,Web Development,Computer Science
25073,Programming,Computer Science
76170,Digital Marketing,Business
76170,Project Management,Business
76170,Public Speaking,Communication
37456,Problem Solving,Mathematics
37456,Graphic Design,Design
37456,Digital Marketing,Business
37456,Creative Writing,Literature
94830,Data Analysis,Statistics
94830,Digital Marketing,Business
94830,Marketing,Business
94830,Web Development,Computer Science
32558,Problem Solving,Mathematics
32558,Digital Marketing,Business
32558,Project Management,Business
32558,Web Development,Computer Science
48863,Problem Solving,Mathematics
48863,Programming,Computer Science
47552,Graphic Design,Design
47552,Public Speaking,Communication
47552,Creative Writing,Literature
56704,Project Management,Business
60620,Marketing,Business
60620,Creative Writing,Literature
60620,Web Development,Computer Science
92225,Graphic Design,Design
92225,Public Speaking,Communication
92225,Creative Writing,Literature
35524,Programming,Computer Science
35524,Marketing,Business
35524,Creative Writing,Literature
35524,Web Development,Computer Science
57258,Marketing,Business
1803,Graphic Design,Design
1803,Project Management,Business
1803,Public Speaking,Communication
98501,Graphic Design,Design
98501,Marketing,Business
98501,Public Speaking,Communication
2608,Digital Marketing,Business
2608,Public Speaking,Communication
2608,Creative Writing,Literature
2608,Web Development,Computer Science
17113,Project Management,Business
60461,Programming,Computer Science
60461,Web Development,Computer Science
38208,Graphic Design,Design
38208,Marketing,Business
38208,Programming,Computer Science
31863,Data Analysis,Statistics
31863,Problem Solving,Mathematics
31863,Web Development,Computer Science
30920,Digital Marketing,Business
30920,Public Speaking,Communication
91356,Graphic Design,Design
91356,Project Management,Business
91356,Public Speaking,Communication
91356,Programming,Computer Science
31157,Programming,Computer Science
65713,Data Analysis,Statistics
65713,Digital Marketing,Business
65713,Graphic Design,Design
94856,Data Analysis,Statistics
94856,Graphic Design,Design
94856,Marketing,Business
94856,Programming,Computer Science
90128,Problem Solving,Mathematics
90128,Digital Marketing,Business
90128,Public Speaking,Communication
90128,Web Development,Computer Science
23399,Data Analysis,Statistics
23399,Programming,Computer Science
88903,Data Analysis,Statistics
88903,Problem Solving,Mathematics
2984,Data Analysis,Statistics
2984,Digital Marketing,Business
2984,Marketing,Business
51829,Graphic Design,Design
51829,Digital Marketing,Business
51829,Marketing,Business
51829,Project Management,Business
87956,Digital Marketing,Business
87956,Creative Writing,Literature
52974,Data Analysis,Statistics
52974,Creative Writing,Literature
52974,Web Development,Computer Science
18639,Data Analysis,Statistics
18639,Graphic Design,Design
18639,Digital Marketing,Business
18639,Web Development,Computer Science
36050,Project Management,Business
66968,Data Analysis,Statistics
66968,Creative Writing,Literature
71130,Graphic Design,Design
14443,Problem Solving,Mathematics
14443,Graphic Design,Design
14443,Project Management,Business
14443,Programming,Computer Science
39973,Digital Marketing,Business
82956,Data Analysis,Statistics
82956,Public Speaking,Communication
82956,Creative Writing,Literature
27908,Programming,Computer Science
27908,Graphic Design,Design
27908,Creative Writing,Literature
27908,Web Development,Computer Science
30963,Programming,Computer Science
30963,Public Speaking,Communication
30963,Web Development,Computer Science
34932,Digital Marketing,Business
34932,Project Management,Business
34932,Creative Writing,Literature
34932,Programming,Computer Science
34900,Graphic Design,Design
34900,Marketing,Business
34900,Public Speaking,Communication
34900,Web Development,Computer Science
67696,Marketing,Business
70466,Digital Marketing,Business
70466,Project Management,Business
70466,Programming,Computer Science
92258,Digital Marketing,Business
92258,Public Speaking,Communication
59365,Creative Writing,Literature
59365,Web Development,Computer Science
45433,Data Analysis,Statistics
45433,Problem Solving,Mathematics
45433,Graphic Design,Design
45433,Marketing,Business
92528,Problem Solving,Mathematics
92528,Digital Marketing,Business
92528,Public Speaking,Communication
76402,Problem Solving,Mathematics
76402,Digital Marketing,Business
34619,Digital Marketing,Business
34619,Marketing,Business
14101,Marketing,Business
14101,Project Management,Business
14101,Web Development,Computer Science
14101,Digital Marketing,Business
14101,Public Speaking,Communication
29678,Data Analysis,Statistics
29678,Graphic Design,Design
24239,Graphic Design,Design
24239,Project Management,Business
24239,Digital Marketing,Business
24239,Public Speaking,Communication
24239,Programming,Computer Science
13849,Data Analysis,Statistics
13849,Project Management,Business
13849,Public Speaking,Communication
13849,Creative Writing,Literature
65880,Marketing,Business
65880,Public Speaking,Communication
65880,Creative Writing,Literature
65880,Web Development,Computer Science
31785,Data Analysis,Statistics
31785,Problem Solving,Mathematics
31785,Public Speaking,Communication
31785,Web Development,Computer Science
87565,Data Analysis,Statistics
87565,Public Speaking,Communication
87565,Creative Writing,Literature
87565,Programming,Computer Science
18912,Graphic Design,Design
18912,Digital Marketing,Business
18912,Marketing,Business
18912,Web Development,Computer Science
31356,Web Development,Computer Science
31356,Project Management,Business
31356,Public Speaking,Communication
31356,Programming,Computer Science
56072,Graphic Design,Design
56072,Marketing,Business
56072,Project Management,Business
43868,Data Analysis,Statistics
32968,Problem Solving,Mathematics
32968,Project Management,Business
32968,Programming,Computer Science
42741,Graphic Design,Design
42741,Digital Marketing,Business
42741,Project Management,Business
42741,Programming,Computer Science
21553,Data Analysis,Statistics
21553,Graphic Design,Design
21553,Public Speaking,Communication
75297,Marketing,Business
75297,Public Speaking,Communication
32358,Marketing,Business
32358,Project Management,Business
32358,Creative Writing,Literature
40255,Problem Solving,Mathematics
79214,Marketing,Business
79214,Public Speaking,Communication
79214,Programming,Computer Science
85045,Marketing,Business
85045,Project Management,Business
72033,Problem Solving,Mathematics
72033,Project Management,Business
37854,Data Analysis,Statistics
91310,Marketing,Business
91310,Project Management,Business
10730,Graphic Design,Design
10730,Marketing,Business
10730,Programming,Computer Science
37248,Data Analysis,Statistics
37248,Graphic Design,Design
37248,Marketing,Business
82801,Data Analysis,Statistics
82801,Public Speaking,Communication
82801,Creative Writing,Literature
82801,Programming,Computer Science
17316,Problem Solving,Mathematics
57853,Digital Marketing,Business
62827,Graphic Design,Design
62827,Data Analysis,Statistics
62827,Problem Solving,Mathematics
62827,Web Development,Computer Science
62827,Digital Marketing,Business
18259,Project Management,Business
18259,Public Speaking,Communication
18259,Creative Writing,Literature
18259,Web Development,Computer Science
77679,Digital Marketing,Business
77679,Graphic Design,Design
77679,Web Development,Computer Science
5529,Problem Solving,Mathematics
5529,Graphic Design,Design
5529,Programming,Computer Science
10373,Graphic Design,Design
10373,Project Management,Business
10373,Web Development,Computer Science
23564,Problem Solving,Mathematics
23564,Creative Writing,Literature
23564,Web Development,Computer Science
38255,Data Analysis,Statistics
38255,Marketing,Business
38255,Web Development,Computer Science
7377,Digital Marketing,Business
26974,Graphic Design,Design
26974,Web Development,Computer Science
26974,Creative Writing,Literature
26974,Programming,Computer Science
95099,Public Speaking,Communication
95099,Web Development,Computer Science
89880,Data Analysis,Statistics
89880,Marketing,Business
89880,Programming,Computer Science
34534,Creative Writing,Literature
34534,Programming,Computer Science
83701,Graphic Design,Design
90522,Problem Solving,Mathematics
90522,Web Development,Computer Science
63470,Public Speaking,Communication
66159,Public Speaking,Communication
66159,Creative Writing,Literature
78965,Graphic Design,Design
78965,Marketing,Business
78965,Programming,Computer Science
87346,Marketing,Business
87346,Project Management,Business
87346,Web Development,Computer Science
66610,Digital Marketing,Business
37188,Project Management,Business
25082,Problem Solving,Mathematics
25082,Public Speaking,Communication
12081,Problem Solving,Mathematics
12081,Web Development,Computer Science
